"Day","Number of animals","Number of grass fields","Most popular genom","Average energy level","Average child count","Average dead animal age","Number of animals ever lived"
"788","2","759","[W, N, SE, W, W]","1645.5","0.5","50.73","13"
"789","2","758","[W, N, SE, W, W]","1649.5","0.5","50.73","13"
"790","2","758","[W, N, SE, W, W]","1648.5","0.5","50.73","13"
"791","2","759","[W, N, SE, W, W]","1647.5","0.5","50.73","13"
"792","2","758","[W, N, SE, W, W]","1651.5","0.5","50.73","13"
"793","2","758","[W, N, SE, W, W]","1660.5","0.5","50.73","13"
"794","2","758","[W, N, SE, W, W]","1664.5","0.5","50.73","13"
"795","2","757","[W, N, SE, W, W]","1668.5","0.5","50.73","13"
"796","2","757","[W, N, SE, W, W]","1667.5","0.5","50.73","13"
"797","2","759","[W, N, SE, W, W]","1666.5","0.5","50.73","13"
"798","2","758","[W, N, SE, W, W]","1675.5","0.5","50.73","13"
"799","2","757","[W, N, SE, W, W]","1679.5","0.5","50.73","13"
"800","2","756","[W, N, SE, W, W]","1683.5","0.5","50.73","13"
"801","2","756","[W, N, SE, W, W]","1682.5","0.5","50.73","13"
"802","2","756","[W, N, SE, W, W]","1681.5","0.5","50.73","13"
"803","2","755","[W, N, SE, W, W]","1685.5","0.5","50.73","13"
"804","2","754","[W, N, SE, W, W]","1694.5","0.5","50.73","13"
"805","2","753","[W, N, SE, W, W]","1698.5","0.5","50.73","13"
"806","2","754","[W, N, SE, W, W]","1697.5","0.5","50.73","13"
"807","2","753","[W, N, SE, W, W]","1701.5","0.5","50.73","13"
"808","2","754","[W, N, SE, W, W]","1700.5","0.5","50.73","13"
"809","2","752","[W, N, SE, W, W]","1709.5","0.5","50.73","13"
"810","2","752","[W, N, SE, W, W]","1708.5","0.5","50.73","13"
"811","2","754","[W, N, SE, W, W]","1707.5","0.5","50.73","13"
"812","2","754","[W, N, SE, W, W]","1706.5","0.5","50.73","13"
"813","2","754","[W, N, SE, W, W]","1705.5","0.5","50.73","13"
"814","2","754","[W, N, SE, W, W]","1709.5","0.5","50.73","13"
"815","2","754","[W, N, SE, W, W]","1708.5","0.5","50.73","13"
"816","2","754","[W, N, SE, W, W]","1707.5","0.5","50.73","13"
"817","2","754","[W, N, SE, W, W]","1706.5","0.5","50.73","13"
"818","2","756","[W, N, SE, W, W]","1705.5","0.5","50.73","13"
"819","2","756","[W, N, SE, W, W]","1709.5","0.5","50.73","13"
"820","2","756","[W, N, SE, W, W]","1713.5","0.5","50.73","13"
"821","2","757","[W, N, SE, W, W]","1712.5","0.5","50.73","13"
"822","2","757","[W, N, SE, W, W]","1711.5","0.5","50.73","13"
"823","2","757","[W, N, SE, W, W]","1710.5","0.5","50.73","13"
"824","2","758","[W, N, SE, W, W]","1709.5","0.5","50.73","13"
"825","2","757","[W, N, SE, W, W]","1713.5","0.5","50.73","13"
"826","2","757","[W, N, SE, W, W]","1712.5","0.5","50.73","13"
"827","2","759","[W, N, SE, W, W]","1716.5","0.5","50.73","13"
"828","2","759","[W, N, SE, W, W]","1715.5","0.5","50.73","13"
"829","2","759","[W, N, SE, W, W]","1714.5","0.5","50.73","13"
"830","2","759","[W, N, SE, W, W]","1713.5","0.5","50.73","13"
"831","2","759","[W, N, SE, W, W]","1712.5","0.5","50.73","13"
"832","2","759","[W, N, SE, W, W]","1711.5","0.5","50.73","13"
"833","2","759","[W, N, SE, W, W]","1710.5","0.5","50.73","13"
"834","2","760","[W, N, SE, W, W]","1714.5","0.5","50.73","13"
"835","2","760","[W, N, SE, W, W]","1713.5","0.5","50.73","13"
"836","2","761","[W, N, SE, W, W]","1712.5","0.5","50.73","13"
"837","2","761","[W, N, SE, W, W]","1711.5","0.5","50.73","13"
"838","2","761","[W, N, SE, W, W]","1710.5","0.5","50.73","13"
"839","2","759","[W, N, SE, W, W]","1719.5","0.5","50.73","13"
"840","2","758","[W, N, SE, W, W]","1723.5","0.5","50.73","13"
"841","2","758","[W, N, SE, W, W]","1727.5","0.5","50.73","13"
"842","2","759","[W, N, SE, W, W]","1731.5","0.5","50.73","13"
"843","2","757","[W, N, SE, W, W]","1740.5","0.5","50.73","13"
"844","2","756","[W, N, SE, W, W]","1744.5","0.5","50.73","13"
"845","2","755","[W, N, SE, W, W]","1748.5","0.5","50.73","13"
"846","2","756","[W, N, SE, W, W]","1747.5","0.5","50.73","13"
"847","2","756","[W, N, SE, W, W]","1751.5","0.5","50.73","13"
"848","2","757","[W, N, SE, W, W]","1755.5","0.5","50.73","13"
"849","2","756","[W, N, SE, W, W]","1759.5","0.5","50.73","13"
"850","2","754","[W, N, SE, W, W]","1768.5","0.5","50.73","13"
"851","2","754","[W, N, SE, W, W]","1772.5","0.5","50.73","13"
"852","2","753","[W, N, SE, W, W]","1776.5","0.5","50.73","13"
"853","2","753","[W, N, SE, W, W]","1780.5","0.5","50.73","13"
"854","2","753","[W, N, SE, W, W]","1779.5","0.5","50.73","13"
"855","2","753","[W, N, SE, W, W]","1778.5","0.5","50.73","13"
"856","2","755","[W, N, SE, W, W]","1777.5","0.5","50.73","13"
"857","2","755","[W, N, SE, W, W]","1776.5","0.5","50.73","13"
"858","2","754","[W, N, SE, W, W]","1780.5","0.5","50.73","13"
"859","2","755","[W, N, SE, W, W]","1779.5","0.5","50.73","13"
"860","2","755","[W, N, SE, W, W]","1788.5","0.5","50.73","13"
"861","2","756","[W, N, SE, W, W]","1787.5","0.5","50.73","13"
"862","2","757","[W, N, SE, W, W]","1791.5","0.5","50.73","13"
"863","2","756","[W, N, SE, W, W]","1795.5","0.5","50.73","13"
"864","2","755","[W, N, SE, W, W]","1799.5","0.5","50.73","13"
"865","2","756","[W, N, SE, W, W]","1803.5","0.5","50.73","13"
"866","2","756","[W, N, SE, W, W]","1802.5","0.5","50.73","13"
"867","2","757","[W, N, SE, W, W]","1801.5","0.5","50.73","13"
"868","2","757","[W, N, SE, W, W]","1800.5","0.5","50.73","13"
"869","2","756","[W, N, SE, W, W]","1804.5","0.5","50.73","13"
"870","2","756","[W, N, SE, W, W]","1808.5","0.5","50.73","13"
"871","2","757","[W, N, SE, W, W]","1807.5","0.5","50.73","13"
"872","2","757","[W, N, SE, W, W]","1806.5","0.5","50.73","13"
"873","2","758","[W, N, SE, W, W]","1805.5","0.5","50.73","13"
"874","2","759","[W, N, SE, W, W]","1804.5","0.5","50.73","13"
"875","2","760","[W, N, SE, W, W]","1803.5","0.5","50.73","13"
"876","2","761","[W, N, SE, W, W]","1802.5","0.5","50.73","13"
"877","2","762","[W, N, SE, W, W]","1801.5","0.5","50.73","13"
"878","2","761","[W, N, SE, W, W]","1805.5","0.5","50.73","13"
"879","2","762","[W, N, SE, W, W]","1809.5","0.5","50.73","13"
"880","2","764","[W, N, SE, W, W]","1808.5","0.5","50.73","13"
"881","2","763","[W, N, SE, W, W]","1812.5","0.5","50.73","13"
"882","2","762","[W, N, SE, W, W]","1816.5","0.5","50.73","13"
"883","2","762","[W, N, SE, W, W]","1815.5","0.5","50.73","13"
"884","2","761","[W, N, SE, W, W]","1819.5","0.5","50.73","13"
"885","2","761","[W, N, SE, W, W]","1818.5","0.5","50.73","13"
"886","2","761","[W, N, SE, W, W]","1817.5","0.5","50.73","13"
"887","2","763","[W, N, SE, W, W]","1816.5","0.5","50.73","13"
"888","2","763","[W, N, SE, W, W]","1815.5","0.5","50.73","13"
"889","2","763","[W, N, SE, W, W]","1819.5","0.5","50.73","13"
"890","2","762","[W, N, SE, W, W]","1823.5","0.5","50.73","13"
"891","2","763","[W, N, SE, W, W]","1822.5","0.5","50.73","13"
"892","2","763","[W, N, SE, W, W]","1821.5","0.5","50.73","13"
"893","2","764","[W, N, SE, W, W]","1820.5","0.5","50.73","13"
"894","2","764","[W, N, SE, W, W]","1819.5","0.5","50.73","13"
"895","2","764","[W, N, SE, W, W]","1818.5","0.5","50.73","13"
"896","2","764","[W, N, SE, W, W]","1817.5","0.5","50.73","13"
"897","2","765","[W, N, SE, W, W]","1816.5","0.5","50.73","13"
"898","2","765","[W, N, SE, W, W]","1815.5","0.5","50.73","13"
"899","2","766","[W, N, SE, W, W]","1814.5","0.5","50.73","13"
"900","2","767","[W, N, SE, W, W]","1813.5","0.5","50.73","13"
"901","2","767","[W, N, SE, W, W]","1812.5","0.5","50.73","13"
"902","2","768","[W, N, SE, W, W]","1811.5","0.5","50.73","13"
"903","2","768","[W, N, SE, W, W]","1810.5","0.5","50.73","13"
"904","2","766","[W, N, SE, W, W]","1819.5","0.5","50.73","13"
"905","2","766","[W, N, SE, W, W]","1818.5","0.5","50.73","13"
"906","2","765","[W, N, SE, W, W]","1822.5","0.5","50.73","13"
"907","2","765","[W, N, SE, W, W]","1821.5","0.5","50.73","13"
"908","2","765","[W, N, SE, W, W]","1820.5","0.5","50.73","13"
"909","2","765","[W, N, SE, W, W]","1824.5","0.5","50.73","13"
"910","2","766","[W, N, SE, W, W]","1823.5","0.5","50.73","13"
"911","2","766","[W, N, SE, W, W]","1822.5","0.5","50.73","13"
"912","2","766","[W, N, SE, W, W]","1821.5","0.5","50.73","13"
"913","2","766","[W, N, SE, W, W]","1825.5","0.5","50.73","13"
"914","2","764","[W, N, SE, W, W]","1834.5","0.5","50.73","13"
"915","2","762","[W, N, SE, W, W]","1843.5","0.5","50.73","13"
"916","2","761","[W, N, SE, W, W]","1847.5","0.5","50.73","13"
"917","2","760","[W, N, SE, W, W]","1851.5","0.5","50.73","13"
"918","2","758","[W, N, SE, W, W]","1860.5","0.5","50.73","13"
"919","2","757","[W, N, SE, W, W]","1869.5","0.5","50.73","13"
"920","2","758","[W, N, SE, W, W]","1868.5","0.5","50.73","13"
"921","2","759","[W, N, SE, W, W]","1872.5","0.5","50.73","13"
"922","2","758","[W, N, SE, W, W]","1876.5","0.5","50.73","13"
"923","2","758","[W, N, SE, W, W]","1880.5","0.5","50.73","13"
"924","2","757","[W, N, SE, W, W]","1884.5","0.5","50.73","13"
"925","2","756","[W, N, SE, W, W]","1888.5","0.5","50.73","13"
"926","2","755","[W, N, SE, W, W]","1892.5","0.5","50.73","13"
"927","2","755","[W, N, SE, W, W]","1891.5","0.5","50.73","13"
"928","2","755","[W, N, SE, W, W]","1890.5","0.5","50.73","13"
"929","2","756","[W, N, SE, W, W]","1889.5","0.5","50.73","13"
"930","2","757","[W, N, SE, W, W]","1893.5","0.5","50.73","13"
"931","2","757","[W, N, SE, W, W]","1892.5","0.5","50.73","13"
"932","2","759","[W, N, SE, W, W]","1891.5","0.5","50.73","13"
"933","2","759","[W, N, SE, W, W]","1895.5","0.5","50.73","13"
"934","2","759","[W, N, SE, W, W]","1894.5","0.5","50.73","13"
"935","2","759","[W, N, SE, W, W]","1893.5","0.5","50.73","13"
"936","2","761","[W, N, SE, W, W]","1892.5","0.5","50.73","13"
"937","2","762","[W, N, SE, W, W]","1891.5","0.5","50.73","13"
"938","2","762","[W, N, SE, W, W]","1890.5","0.5","50.73","13"
"939","2","761","[W, N, SE, W, W]","1894.5","0.5","50.73","13"
"940","2","762","[W, N, SE, W, W]","1898.5","0.5","50.73","13"
