"Day","Number of animals","Number of grass fields","Most popular genom","Average energy level","Average child count","Average dead animal age","Number of animals ever lived"
"1","10","20","[W, N, SE, W, W]","50.0","0.0","0.0","10"
"2","10","25","[W, N, SE, W, W]","49.0","0.0","0.0","10"
"3","10","29","[W, N, SE, W, W]","49.0","0.0","0.0","10"
"4","10","34","[W, N, SE, W, W]","48.0","0.0","0.0","10"
"5","10","39","[W, N, SE, W, W]","47.0","0.0","0.0","10"
"6","10","43","[W, N, SE, W, W]","47.0","0.0","0.0","10"
"7","10","47","[W, N, SE, W, W]","47.0","0.0","0.0","10"
"8","10","52","[W, N, SE, W, W]","46.0","0.0","0.0","10"
"9","10","57","[W, N, SE, W, W]","45.0","0.0","0.0","10"
"10","10","62","[W, N, SE, W, W]","44.0","0.0","0.0","10"
"11","10","67","[W, N, SE, W, W]","43.0","0.0","0.0","10"
"12","10","72","[W, N, SE, W, W]","42.0","0.0","0.0","10"
"13","11","77","[NW, SW, W, NW, S]","37.27","0.18","0.0","11"
"14","11","81","[NW, SW, W, NW, S]","37.18","0.18","0.0","11"
"15","12","86","[NW, SW, W, NW, S]","33.17","0.33","0.0","12"
"16","12","90","[NW, SW, W, NW, S]","33.0","0.33","0.0","12"
"17","12","94","[NW, SW, W, NW, S]","32.83","0.33","0.0","12"
"18","12","99","[NW, SW, W, NW, S]","31.83","0.33","0.0","12"
"19","12","102","[NW, SW, W, NW, S]","32.5","0.33","0.0","12"
"20","12","106","[NW, SW, W, NW, S]","32.33","0.33","0.0","12"
"21","12","111","[NW, SW, W, NW, S]","31.33","0.33","0.0","12"
"22","12","114","[NW, SW, W, NW, S]","32.0","0.33","0.0","12"
"23","12","119","[NW, SW, W, NW, S]","31.0","0.33","0.0","12"
"24","11","123","[W, N, SE, W, W]","33.73","0.36","11.0","12"
"25","11","127","[W, N, SE, W, W]","33.64","0.36","11.0","12"
"26","10","131","[W, N, SE, W, W]","37.0","0.4","11.0","12"
"27","10","134","[W, N, SE, W, W]","38.0","0.4","11.0","12"
"28","10","139","[W, N, SE, W, W]","37.0","0.4","11.0","12"
"29","10","144","[W, N, SE, W, W]","36.0","0.4","11.0","12"
"30","10","148","[W, N, SE, W, W]","36.0","0.4","11.0","12"
"31","10","152","[W, N, SE, W, W]","36.0","0.4","11.0","12"
"32","10","156","[W, N, SE, W, W]","36.0","0.4","11.0","12"
"33","10","161","[W, N, SE, W, W]","35.0","0.4","11.0","12"
"34","11","165","[W, N, SE, W, W]","31.82","0.55","11.0","13"
"35","11","169","[W, N, SE, W, W]","31.73","0.55","11.0","13"
"36","11","173","[W, N, SE, W, W]","31.64","0.55","11.0","13"
"37","11","177","[W, N, SE, W, W]","31.55","0.55","11.0","13"
"38","11","181","[W, N, SE, W, W]","31.45","0.55","11.0","13"
"39","11","185","[W, N, SE, W, W]","31.36","0.55","11.0","13"
"40","11","186","[W, N, SE, W, W]","30.36","0.55","11.0","13"
"41","11","186","[W, N, SE, W, W]","30.27","0.55","11.0","13"
"42","11","184","[W, N, SE, W, W]","32.91","0.55","11.0","13"
"43","11","185","[W, N, SE, W, W]","32.82","0.55","11.0","13"
"44","11","187","[W, N, SE, W, W]","32.73","0.55","11.0","13"
"45","10","186","[W, N, SE, W, W]","37.0","0.6","11.0","13"
"46","10","188","[W, N, SE, W, W]","37.0","0.6","11.0","13"
"47","9","189","[W, N, SE, W, W]","41.22","0.56","19.5","13"
"48","9","189","[W, N, SE, W, W]","41.33","0.56","19.5","13"
"49","9","188","[W, N, SE, W, W]","41.44","0.56","19.5","13"
"50","9","189","[W, N, SE, W, W]","41.56","0.56","19.5","13"
"51","9","190","[W, N, SE, W, W]","41.67","0.56","19.5","13"
"52","8","190","[W, N, SE, W, W]","47.13","0.63","25.6","13"
"53","8","192","[W, N, SE, W, W]","47.38","0.63","25.6","13"
"54","8","192","[W, N, SE, W, W]","46.38","0.63","25.6","13"
"55","8","193","[W, N, SE, W, W]","45.38","0.63","25.6","13"
"56","8","193","[W, N, SE, W, W]","44.38","0.63","25.6","13"
"57","7","193","[W, N, SE, W, W]","49.71","0.57","30.5","13"
"58","7","194","[W, N, SE, W, W]","48.71","0.57","30.5","13"
"59","7","194","[W, N, SE, W, W]","49.14","0.57","30.5","13"
"60","7","195","[W, N, SE, W, W]","49.57","0.57","30.5","13"
"61","7","195","[W, N, SE, W, W]","48.57","0.57","30.5","13"
"62","5","195","[W, N, SE, W, W]","69.0","0.8","37.88","13"
"63","5","196","[W, N, SE, W, W]","68.0","0.8","37.88","13"
"64","5","199","[W, N, SE, W, W]","69.0","0.8","37.88","13"
"65","5","200","[W, N, SE, W, W]","70.0","0.8","37.88","13"
"66","5","201","[W, N, SE, W, W]","69.0","0.8","37.88","13"
"67","5","202","[W, N, SE, W, W]","70.0","0.8","37.88","13"
"68","5","206","[W, N, SE, W, W]","69.0","0.8","37.88","13"
"69","5","209","[W, N, SE, W, W]","68.0","0.8","37.88","13"
"70","5","212","[W, N, SE, W, W]","67.0","0.8","37.88","13"
"71","5","211","[W, N, SE, W, W]","68.0","0.8","37.88","13"
"72","4","212","[W, N, SE, W, W]","84.0","1.0","41.44","13"
"73","4","211","[W, N, SE, W, W]","85.5","1.0","41.44","13"
"74","4","212","[W, N, SE, W, W]","89.5","1.0","41.44","13"
"75","4","213","[W, N, SE, W, W]","91.0","1.0","41.44","13"
"76","4","212","[W, N, SE, W, W]","92.5","1.0","41.44","13"
"77","4","213","[W, N, SE, W, W]","94.0","1.0","41.44","13"
"78","4","213","[W, N, SE, W, W]","93.0","1.0","41.44","13"
"79","4","213","[W, N, SE, W, W]","92.0","1.0","41.44","13"
"80","4","214","[W, N, SE, W, W]","91.0","1.0","41.44","13"
"81","4","216","[W, N, SE, W, W]","90.0","1.0","41.44","13"
"82","3","218","[W, N, SE, W, W]","119.0","0.67","45.3","13"
"83","3","220","[W, N, SE, W, W]","118.0","0.67","45.3","13"
"84","3","222","[W, N, SE, W, W]","117.0","0.67","45.3","13"
"85","3","222","[W, N, SE, W, W]","119.33","0.67","45.3","13"
"86","3","224","[W, N, SE, W, W]","118.33","0.67","45.3","13"
"87","3","226","[W, N, SE, W, W]","117.33","0.67","45.3","13"
"88","3","227","[W, N, SE, W, W]","119.67","0.67","45.3","13"
"89","3","228","[W, N, SE, W, W]","122.0","0.67","45.3","13"
"90","3","226","[W, N, SE, W, W]","127.67","0.67","45.3","13"
"91","3","225","[W, N, SE, W, W]","130.0","0.67","45.3","13"
"92","3","226","[W, N, SE, W, W]","132.33","0.67","45.3","13"
"93","3","229","[W, N, SE, W, W]","134.67","0.67","45.3","13"
"94","3","228","[W, N, SE, W, W]","137.0","0.67","45.3","13"
"95","3","229","[W, N, SE, W, W]","139.33","0.67","45.3","13"
"96","3","231","[W, N, SE, W, W]","141.67","0.67","45.3","13"
"97","3","229","[W, N, SE, W, W]","147.33","0.67","45.3","13"
"98","3","228","[W, N, SE, W, W]","153.0","0.67","45.3","13"
"99","3","228","[W, N, SE, W, W]","155.33","0.67","45.3","13"
"100","3","227","[W, N, SE, W, W]","161.0","0.67","45.3","13"
"101","3","228","[W, N, SE, W, W]","163.33","0.67","45.3","13"
"102","3","227","[W, N, SE, W, W]","165.67","0.67","45.3","13"
"103","3","228","[W, N, SE, W, W]","164.67","0.67","45.3","13"
"104","3","227","[W, N, SE, W, W]","167.0","0.67","45.3","13"
"105","3","230","[W, N, SE, W, W]","166.0","0.67","45.3","13"
"106","3","232","[W, N, SE, W, W]","168.33","0.67","45.3","13"
"107","2","233","[W, N, SE, W, W]","251.5","0.5","50.73","13"
"108","2","235","[W, N, SE, W, W]","250.5","0.5","50.73","13"
"109","2","235","[W, N, SE, W, W]","249.5","0.5","50.73","13"
"110","2","236","[W, N, SE, W, W]","248.5","0.5","50.73","13"
"111","2","238","[W, N, SE, W, W]","247.5","0.5","50.73","13"
"112","2","239","[W, N, SE, W, W]","246.5","0.5","50.73","13"
"113","2","241","[W, N, SE, W, W]","245.5","0.5","50.73","13"
"114","2","241","[W, N, SE, W, W]","254.5","0.5","50.73","13"
"115","2","241","[W, N, SE, W, W]","258.5","0.5","50.73","13"
"116","2","243","[W, N, SE, W, W]","257.5","0.5","50.73","13"
"117","2","245","[W, N, SE, W, W]","256.5","0.5","50.73","13"
"118","2","245","[W, N, SE, W, W]","260.5","0.5","50.73","13"
"119","2","247","[W, N, SE, W, W]","259.5","0.5","50.73","13"
"120","2","248","[W, N, SE, W, W]","258.5","0.5","50.73","13"
"121","2","249","[W, N, SE, W, W]","262.5","0.5","50.73","13"
"122","2","250","[W, N, SE, W, W]","261.5","0.5","50.73","13"
"123","2","250","[W, N, SE, W, W]","260.5","0.5","50.73","13"
"124","2","251","[W, N, SE, W, W]","259.5","0.5","50.73","13"
"125","2","252","[W, N, SE, W, W]","258.5","0.5","50.73","13"
"126","2","254","[W, N, SE, W, W]","257.5","0.5","50.73","13"
"127","2","254","[W, N, SE, W, W]","256.5","0.5","50.73","13"
"128","2","254","[W, N, SE, W, W]","260.5","0.5","50.73","13"
"129","2","258","[W, N, SE, W, W]","259.5","0.5","50.73","13"
"130","2","258","[W, N, SE, W, W]","263.5","0.5","50.73","13"
"131","2","260","[W, N, SE, W, W]","262.5","0.5","50.73","13"
"132","2","262","[W, N, SE, W, W]","261.5","0.5","50.73","13"
"133","2","264","[W, N, SE, W, W]","260.5","0.5","50.73","13"
"134","2","266","[W, N, SE, W, W]","259.5","0.5","50.73","13"
"135","2","268","[W, N, SE, W, W]","258.5","0.5","50.73","13"
"136","2","268","[W, N, SE, W, W]","257.5","0.5","50.73","13"
"137","2","268","[W, N, SE, W, W]","256.5","0.5","50.73","13"
"138","2","268","[W, N, SE, W, W]","260.5","0.5","50.73","13"
"139","2","271","[W, N, SE, W, W]","259.5","0.5","50.73","13"
"140","2","272","[W, N, SE, W, W]","258.5","0.5","50.73","13"
"141","2","272","[W, N, SE, W, W]","257.5","0.5","50.73","13"
"142","2","272","[W, N, SE, W, W]","261.5","0.5","50.73","13"
"143","2","273","[W, N, SE, W, W]","260.5","0.5","50.73","13"
"144","2","273","[W, N, SE, W, W]","264.5","0.5","50.73","13"
"145","2","273","[W, N, SE, W, W]","263.5","0.5","50.73","13"
"146","2","275","[W, N, SE, W, W]","262.5","0.5","50.73","13"
"147","2","277","[W, N, SE, W, W]","261.5","0.5","50.73","13"
"148","2","279","[W, N, SE, W, W]","260.5","0.5","50.73","13"
"149","2","282","[W, N, SE, W, W]","259.5","0.5","50.73","13"
"150","2","283","[W, N, SE, W, W]","263.5","0.5","50.73","13"
"151","2","283","[W, N, SE, W, W]","267.5","0.5","50.73","13"
"152","2","284","[W, N, SE, W, W]","266.5","0.5","50.73","13"
"153","2","285","[W, N, SE, W, W]","265.5","0.5","50.73","13"
"154","2","286","[W, N, SE, W, W]","269.5","0.5","50.73","13"
"155","2","288","[W, N, SE, W, W]","273.5","0.5","50.73","13"
"156","2","290","[W, N, SE, W, W]","272.5","0.5","50.73","13"
"157","2","290","[W, N, SE, W, W]","271.5","0.5","50.73","13"
"158","2","290","[W, N, SE, W, W]","275.5","0.5","50.73","13"
"159","2","290","[W, N, SE, W, W]","274.5","0.5","50.73","13"
"160","2","290","[W, N, SE, W, W]","278.5","0.5","50.73","13"
"161","2","291","[W, N, SE, W, W]","282.5","0.5","50.73","13"
"162","2","291","[W, N, SE, W, W]","281.5","0.5","50.73","13"
"163","2","291","[W, N, SE, W, W]","285.5","0.5","50.73","13"
"164","2","290","[W, N, SE, W, W]","294.5","0.5","50.73","13"
"165","2","291","[W, N, SE, W, W]","298.5","0.5","50.73","13"
"166","2","292","[W, N, SE, W, W]","297.5","0.5","50.73","13"
"167","2","292","[W, N, SE, W, W]","301.5","0.5","50.73","13"
"168","2","292","[W, N, SE, W, W]","305.5","0.5","50.73","13"
"169","2","293","[W, N, SE, W, W]","309.5","0.5","50.73","13"
"170","2","293","[W, N, SE, W, W]","318.5","0.5","50.73","13"
"171","2","294","[W, N, SE, W, W]","317.5","0.5","50.73","13"
"172","2","295","[W, N, SE, W, W]","316.5","0.5","50.73","13"
"173","2","298","[W, N, SE, W, W]","320.5","0.5","50.73","13"
"174","2","299","[W, N, SE, W, W]","324.5","0.5","50.73","13"
"175","2","299","[W, N, SE, W, W]","328.5","0.5","50.73","13"
"176","2","299","[W, N, SE, W, W]","332.5","0.5","50.73","13"
"177","2","299","[W, N, SE, W, W]","336.5","0.5","50.73","13"
"178","2","299","[W, N, SE, W, W]","335.5","0.5","50.73","13"
"179","2","300","[W, N, SE, W, W]","334.5","0.5","50.73","13"
"180","2","300","[W, N, SE, W, W]","338.5","0.5","50.73","13"
"181","2","300","[W, N, SE, W, W]","342.5","0.5","50.73","13"
"182","2","300","[W, N, SE, W, W]","346.5","0.5","50.73","13"
"183","2","301","[W, N, SE, W, W]","345.5","0.5","50.73","13"
"184","2","301","[W, N, SE, W, W]","344.5","0.5","50.73","13"
"185","2","301","[W, N, SE, W, W]","348.5","0.5","50.73","13"
"186","2","301","[W, N, SE, W, W]","352.5","0.5","50.73","13"
"187","2","302","[W, N, SE, W, W]","351.5","0.5","50.73","13"
"188","2","304","[W, N, SE, W, W]","350.5","0.5","50.73","13"
"189","2","306","[W, N, SE, W, W]","349.5","0.5","50.73","13"
"190","2","308","[W, N, SE, W, W]","348.5","0.5","50.73","13"
"191","2","309","[W, N, SE, W, W]","347.5","0.5","50.73","13"
"192","2","311","[W, N, SE, W, W]","346.5","0.5","50.73","13"
"193","2","312","[W, N, SE, W, W]","350.5","0.5","50.73","13"
"194","2","314","[W, N, SE, W, W]","354.5","0.5","50.73","13"
"195","2","315","[W, N, SE, W, W]","358.5","0.5","50.73","13"
"196","2","318","[W, N, SE, W, W]","357.5","0.5","50.73","13"
"197","2","318","[W, N, SE, W, W]","356.5","0.5","50.73","13"
"198","2","317","[W, N, SE, W, W]","365.5","0.5","50.73","13"
"199","2","317","[W, N, SE, W, W]","369.5","0.5","50.73","13"
"200","2","319","[W, N, SE, W, W]","368.5","0.5","50.73","13"
"201","2","319","[W, N, SE, W, W]","367.5","0.5","50.73","13"
"202","2","320","[W, N, SE, W, W]","366.5","0.5","50.73","13"
"203","2","322","[W, N, SE, W, W]","365.5","0.5","50.73","13"
"204","2","325","[W, N, SE, W, W]","364.5","0.5","50.73","13"
"205","2","325","[W, N, SE, W, W]","368.5","0.5","50.73","13"
"206","2","326","[W, N, SE, W, W]","367.5","0.5","50.73","13"
"207","2","327","[W, N, SE, W, W]","366.5","0.5","50.73","13"
"208","2","327","[W, N, SE, W, W]","370.5","0.5","50.73","13"
"209","2","327","[W, N, SE, W, W]","374.5","0.5","50.73","13"
"210","2","332","[W, N, SE, W, W]","373.5","0.5","50.73","13"
"211","2","335","[W, N, SE, W, W]","372.5","0.5","50.73","13"
"212","2","337","[W, N, SE, W, W]","371.5","0.5","50.73","13"
"213","2","339","[W, N, SE, W, W]","370.5","0.5","50.73","13"
"214","2","339","[W, N, SE, W, W]","369.5","0.5","50.73","13"
"215","2","342","[W, N, SE, W, W]","368.5","0.5","50.73","13"
"216","2","343","[W, N, SE, W, W]","367.5","0.5","50.73","13"
"217","2","345","[W, N, SE, W, W]","366.5","0.5","50.73","13"
"218","2","346","[W, N, SE, W, W]","365.5","0.5","50.73","13"
"219","2","348","[W, N, SE, W, W]","374.5","0.5","50.73","13"
"220","2","348","[W, N, SE, W, W]","378.5","0.5","50.73","13"
"221","2","350","[W, N, SE, W, W]","377.5","0.5","50.73","13"
"222","2","351","[W, N, SE, W, W]","376.5","0.5","50.73","13"
"223","2","351","[W, N, SE, W, W]","385.5","0.5","50.73","13"
"224","2","350","[W, N, SE, W, W]","394.5","0.5","50.73","13"
"225","2","351","[W, N, SE, W, W]","393.5","0.5","50.73","13"
"226","2","353","[W, N, SE, W, W]","392.5","0.5","50.73","13"
"227","2","355","[W, N, SE, W, W]","391.5","0.5","50.73","13"
"228","2","355","[W, N, SE, W, W]","390.5","0.5","50.73","13"
"229","2","357","[W, N, SE, W, W]","389.5","0.5","50.73","13"
"230","2","358","[W, N, SE, W, W]","388.5","0.5","50.73","13"
"231","2","359","[W, N, SE, W, W]","387.5","0.5","50.73","13"
"232","2","360","[W, N, SE, W, W]","391.5","0.5","50.73","13"
"233","2","362","[W, N, SE, W, W]","395.5","0.5","50.73","13"
"234","2","363","[W, N, SE, W, W]","399.5","0.5","50.73","13"
"235","2","364","[W, N, SE, W, W]","398.5","0.5","50.73","13"
"236","2","364","[W, N, SE, W, W]","397.5","0.5","50.73","13"
"237","2","367","[W, N, SE, W, W]","396.5","0.5","50.73","13"
"238","2","369","[W, N, SE, W, W]","405.5","0.5","50.73","13"
"239","2","367","[W, N, SE, W, W]","414.5","0.5","50.73","13"
"240","2","368","[W, N, SE, W, W]","418.5","0.5","50.73","13"
"241","2","368","[W, N, SE, W, W]","427.5","0.5","50.73","13"
"242","2","368","[W, N, SE, W, W]","431.5","0.5","50.73","13"
"243","2","369","[W, N, SE, W, W]","435.5","0.5","50.73","13"
"244","2","367","[W, N, SE, W, W]","444.5","0.5","50.73","13"
"245","2","369","[W, N, SE, W, W]","448.5","0.5","50.73","13"
"246","2","370","[W, N, SE, W, W]","452.5","0.5","50.73","13"
"247","2","372","[W, N, SE, W, W]","456.5","0.5","50.73","13"
"248","2","371","[W, N, SE, W, W]","465.5","0.5","50.73","13"
"249","2","370","[W, N, SE, W, W]","474.5","0.5","50.73","13"
"250","2","371","[W, N, SE, W, W]","483.5","0.5","50.73","13"
"251","2","371","[W, N, SE, W, W]","487.5","0.5","50.73","13"
"252","2","372","[W, N, SE, W, W]","486.5","0.5","50.73","13"
"253","2","373","[W, N, SE, W, W]","490.5","0.5","50.73","13"
"254","2","373","[W, N, SE, W, W]","499.5","0.5","50.73","13"
"255","2","373","[W, N, SE, W, W]","498.5","0.5","50.73","13"
"256","2","375","[W, N, SE, W, W]","497.5","0.5","50.73","13"
"257","2","376","[W, N, SE, W, W]","501.5","0.5","50.73","13"
"258","2","377","[W, N, SE, W, W]","500.5","0.5","50.73","13"
"259","2","378","[W, N, SE, W, W]","499.5","0.5","50.73","13"
"260","2","381","[W, N, SE, W, W]","503.5","0.5","50.73","13"
"261","2","383","[W, N, SE, W, W]","502.5","0.5","50.73","13"
"262","2","384","[W, N, SE, W, W]","506.5","0.5","50.73","13"
"263","2","385","[W, N, SE, W, W]","510.5","0.5","50.73","13"
"264","2","385","[W, N, SE, W, W]","514.5","0.5","50.73","13"
"265","2","384","[W, N, SE, W, W]","523.5","0.5","50.73","13"
"266","2","385","[W, N, SE, W, W]","522.5","0.5","50.73","13"
"267","2","386","[W, N, SE, W, W]","521.5","0.5","50.73","13"
"268","2","389","[W, N, SE, W, W]","520.5","0.5","50.73","13"
"269","2","391","[W, N, SE, W, W]","519.5","0.5","50.73","13"
"270","2","394","[W, N, SE, W, W]","518.5","0.5","50.73","13"
"271","2","396","[W, N, SE, W, W]","517.5","0.5","50.73","13"
"272","2","397","[W, N, SE, W, W]","516.5","0.5","50.73","13"
"273","2","399","[W, N, SE, W, W]","515.5","0.5","50.73","13"
"274","2","398","[W, N, SE, W, W]","519.5","0.5","50.73","13"
"275","2","397","[W, N, SE, W, W]","528.5","0.5","50.73","13"
"276","2","398","[W, N, SE, W, W]","527.5","0.5","50.73","13"
"277","2","399","[W, N, SE, W, W]","531.5","0.5","50.73","13"
"278","2","400","[W, N, SE, W, W]","530.5","0.5","50.73","13"
"279","2","401","[W, N, SE, W, W]","534.5","0.5","50.73","13"
"280","2","401","[W, N, SE, W, W]","533.5","0.5","50.73","13"
"281","2","400","[W, N, SE, W, W]","537.5","0.5","50.73","13"
"282","2","403","[W, N, SE, W, W]","536.5","0.5","50.73","13"
"283","2","404","[W, N, SE, W, W]","535.5","0.5","50.73","13"
"284","2","404","[W, N, SE, W, W]","539.5","0.5","50.73","13"
"285","2","403","[W, N, SE, W, W]","543.5","0.5","50.73","13"
"286","2","405","[W, N, SE, W, W]","547.5","0.5","50.73","13"
"287","2","407","[W, N, SE, W, W]","546.5","0.5","50.73","13"
"288","2","408","[W, N, SE, W, W]","545.5","0.5","50.73","13"
"289","2","408","[W, N, SE, W, W]","554.5","0.5","50.73","13"
"290","2","409","[W, N, SE, W, W]","558.5","0.5","50.73","13"
"291","2","411","[W, N, SE, W, W]","557.5","0.5","50.73","13"
"292","2","411","[W, N, SE, W, W]","556.5","0.5","50.73","13"
"293","2","411","[W, N, SE, W, W]","555.5","0.5","50.73","13"
"294","2","411","[W, N, SE, W, W]","554.5","0.5","50.73","13"
"295","2","411","[W, N, SE, W, W]","553.5","0.5","50.73","13"
"296","2","413","[W, N, SE, W, W]","552.5","0.5","50.73","13"
"297","2","413","[W, N, SE, W, W]","556.5","0.5","50.73","13"
"298","2","414","[W, N, SE, W, W]","560.5","0.5","50.73","13"
"299","2","415","[W, N, SE, W, W]","564.5","0.5","50.73","13"
"300","2","415","[W, N, SE, W, W]","568.5","0.5","50.73","13"
"301","2","418","[W, N, SE, W, W]","572.5","0.5","50.73","13"
"302","2","417","[W, N, SE, W, W]","576.5","0.5","50.73","13"
"303","2","417","[W, N, SE, W, W]","580.5","0.5","50.73","13"
"304","2","417","[W, N, SE, W, W]","579.5","0.5","50.73","13"
"305","2","417","[W, N, SE, W, W]","583.5","0.5","50.73","13"
"306","2","419","[W, N, SE, W, W]","582.5","0.5","50.73","13"
"307","2","422","[W, N, SE, W, W]","581.5","0.5","50.73","13"
"308","2","422","[W, N, SE, W, W]","580.5","0.5","50.73","13"
"309","2","422","[W, N, SE, W, W]","579.5","0.5","50.73","13"
"310","2","423","[W, N, SE, W, W]","578.5","0.5","50.73","13"
"311","2","425","[W, N, SE, W, W]","577.5","0.5","50.73","13"
"312","2","425","[W, N, SE, W, W]","576.5","0.5","50.73","13"
"313","2","425","[W, N, SE, W, W]","580.5","0.5","50.73","13"
"314","2","426","[W, N, SE, W, W]","584.5","0.5","50.73","13"
"315","2","425","[W, N, SE, W, W]","593.5","0.5","50.73","13"
"316","2","426","[W, N, SE, W, W]","597.5","0.5","50.73","13"
"317","2","427","[W, N, SE, W, W]","601.5","0.5","50.73","13"
"318","2","427","[W, N, SE, W, W]","605.5","0.5","50.73","13"
"319","2","428","[W, N, SE, W, W]","609.5","0.5","50.73","13"
"320","2","428","[W, N, SE, W, W]","613.5","0.5","50.73","13"
"321","2","428","[W, N, SE, W, W]","617.5","0.5","50.73","13"
"322","2","427","[W, N, SE, W, W]","621.5","0.5","50.73","13"
"323","2","425","[W, N, SE, W, W]","630.5","0.5","50.73","13"
"324","2","426","[W, N, SE, W, W]","639.5","0.5","50.73","13"
"325","2","425","[W, N, SE, W, W]","643.5","0.5","50.73","13"
"326","2","425","[W, N, SE, W, W]","647.5","0.5","50.73","13"
"327","2","425","[W, N, SE, W, W]","651.5","0.5","50.73","13"
"328","2","425","[W, N, SE, W, W]","655.5","0.5","50.73","13"
"329","2","426","[W, N, SE, W, W]","659.5","0.5","50.73","13"
"330","2","427","[W, N, SE, W, W]","658.5","0.5","50.73","13"
"331","2","427","[W, N, SE, W, W]","657.5","0.5","50.73","13"
"332","2","428","[W, N, SE, W, W]","656.5","0.5","50.73","13"
"333","2","430","[W, N, SE, W, W]","655.5","0.5","50.73","13"
"334","2","432","[W, N, SE, W, W]","654.5","0.5","50.73","13"
"335","2","433","[W, N, SE, W, W]","658.5","0.5","50.73","13"
"336","2","434","[W, N, SE, W, W]","657.5","0.5","50.73","13"
"337","2","433","[W, N, SE, W, W]","661.5","0.5","50.73","13"
"338","2","432","[W, N, SE, W, W]","665.5","0.5","50.73","13"
"339","2","431","[W, N, SE, W, W]","674.5","0.5","50.73","13"
"340","2","433","[W, N, SE, W, W]","673.5","0.5","50.73","13"
"341","2","434","[W, N, SE, W, W]","672.5","0.5","50.73","13"
"342","2","434","[W, N, SE, W, W]","676.5","0.5","50.73","13"
"343","2","436","[W, N, SE, W, W]","675.5","0.5","50.73","13"
"344","2","438","[W, N, SE, W, W]","674.5","0.5","50.73","13"
"345","2","440","[W, N, SE, W, W]","673.5","0.5","50.73","13"
"346","2","441","[W, N, SE, W, W]","672.5","0.5","50.73","13"
"347","2","443","[W, N, SE, W, W]","671.5","0.5","50.73","13"
"348","2","444","[W, N, SE, W, W]","670.5","0.5","50.73","13"
"349","2","443","[W, N, SE, W, W]","674.5","0.5","50.73","13"
"350","2","443","[W, N, SE, W, W]","673.5","0.5","50.73","13"
"351","2","443","[W, N, SE, W, W]","672.5","0.5","50.73","13"
"352","2","444","[W, N, SE, W, W]","671.5","0.5","50.73","13"
"353","2","444","[W, N, SE, W, W]","670.5","0.5","50.73","13"
"354","2","445","[W, N, SE, W, W]","674.5","0.5","50.73","13"
"355","2","448","[W, N, SE, W, W]","673.5","0.5","50.73","13"
"356","2","450","[W, N, SE, W, W]","672.5","0.5","50.73","13"
"357","2","450","[W, N, SE, W, W]","676.5","0.5","50.73","13"
"358","2","451","[W, N, SE, W, W]","680.5","0.5","50.73","13"
"359","2","452","[W, N, SE, W, W]","684.5","0.5","50.73","13"
"360","2","452","[W, N, SE, W, W]","683.5","0.5","50.73","13"
"361","2","454","[W, N, SE, W, W]","682.5","0.5","50.73","13"
"362","2","456","[W, N, SE, W, W]","681.5","0.5","50.73","13"
"363","2","455","[W, N, SE, W, W]","685.5","0.5","50.73","13"
"364","2","456","[W, N, SE, W, W]","689.5","0.5","50.73","13"
"365","2","458","[W, N, SE, W, W]","693.5","0.5","50.73","13"
"366","2","459","[W, N, SE, W, W]","692.5","0.5","50.73","13"
"367","2","461","[W, N, SE, W, W]","691.5","0.5","50.73","13"
"368","2","462","[W, N, SE, W, W]","695.5","0.5","50.73","13"
"369","2","462","[W, N, SE, W, W]","704.5","0.5","50.73","13"
"370","2","464","[W, N, SE, W, W]","708.5","0.5","50.73","13"
"371","2","464","[W, N, SE, W, W]","712.5","0.5","50.73","13"
"372","2","466","[W, N, SE, W, W]","716.5","0.5","50.73","13"
"373","2","468","[W, N, SE, W, W]","715.5","0.5","50.73","13"
"374","2","470","[W, N, SE, W, W]","714.5","0.5","50.73","13"
"375","2","471","[W, N, SE, W, W]","713.5","0.5","50.73","13"
"376","2","471","[W, N, SE, W, W]","712.5","0.5","50.73","13"
"377","2","473","[W, N, SE, W, W]","711.5","0.5","50.73","13"
"378","2","473","[W, N, SE, W, W]","710.5","0.5","50.73","13"
"379","2","474","[W, N, SE, W, W]","714.5","0.5","50.73","13"
"380","2","474","[W, N, SE, W, W]","718.5","0.5","50.73","13"
"381","2","476","[W, N, SE, W, W]","717.5","0.5","50.73","13"
"382","2","476","[W, N, SE, W, W]","721.5","0.5","50.73","13"
"383","2","475","[W, N, SE, W, W]","725.5","0.5","50.73","13"
"384","2","475","[W, N, SE, W, W]","729.5","0.5","50.73","13"
"385","2","476","[W, N, SE, W, W]","733.5","0.5","50.73","13"
"386","2","477","[W, N, SE, W, W]","732.5","0.5","50.73","13"
"387","2","479","[W, N, SE, W, W]","736.5","0.5","50.73","13"
"388","2","478","[W, N, SE, W, W]","740.5","0.5","50.73","13"
"389","2","478","[W, N, SE, W, W]","739.5","0.5","50.73","13"
"390","2","478","[W, N, SE, W, W]","743.5","0.5","50.73","13"
"391","2","477","[W, N, SE, W, W]","747.5","0.5","50.73","13"
"392","2","477","[W, N, SE, W, W]","751.5","0.5","50.73","13"
"393","2","479","[W, N, SE, W, W]","750.5","0.5","50.73","13"
"394","2","478","[W, N, SE, W, W]","754.5","0.5","50.73","13"
"395","2","480","[W, N, SE, W, W]","763.5","0.5","50.73","13"
"396","2","480","[W, N, SE, W, W]","767.5","0.5","50.73","13"
"397","2","483","[W, N, SE, W, W]","766.5","0.5","50.73","13"
